target,pid,bid,env,checkout,compile,check_classfiles,gzoltar_exec_time,gzoltar_executed_tests,gzoltar_failing_tests,gzoltar_fl,flacoco_exec_time,flacoco_executed_tests,flacoco_failing_tests,flacoco_fl
11,JacksonDatabind,20,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,92,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,77,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,24,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,76,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,90,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,91,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,108,True,True,True,True,9.336,False,False,False,,False,False,False
11,JacksonDatabind,45,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,111,True,True,True,True,7.686,False,False,False,,False,False,False
11,JacksonDatabind,95,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,10,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,62,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,12,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,87,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,104,True,True,True,True,5.946,False,False,False,,False,False,False
11,JacksonDatabind,13,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,14,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,16,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,17,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,88,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,100,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,18,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,22,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,57,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,11,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,31,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,78,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,99,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,82,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,38,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,73,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,85,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,101,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,64,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,47,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,98,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,44,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,32,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,8,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,33,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,37,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,96,True,True,True,True,5.273,False,False,False,,False,False,False
11,JacksonDatabind,28,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,29,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,25,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,5,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,43,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,65,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,30,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,74,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,81,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,63,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,46,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,6,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,109,True,True,True,True,9.696,False,False,False,,False,False,False
11,JacksonDatabind,2,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,51,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,36,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,89,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,94,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,97,True,True,True,True,9.382,False,False,False,,False,False,False
11,JacksonDatabind,21,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,34,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,103,True,True,True,True,7.548,False,False,False,,False,False,False
11,JacksonDatabind,26,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,80,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,60,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,107,True,True,True,True,9.435,False,False,False,,False,False,False
11,JacksonDatabind,67,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,4,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,19,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,15,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,48,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,69,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,58,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,93,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,112,True,True,True,True,7.986,False,False,False,,False,False,False
11,JacksonDatabind,52,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,49,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,9,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,84,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,50,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,54,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,7,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,56,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,79,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,3,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,23,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,35,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,86,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,83,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,110,True,True,True,True,4.787,False,False,False,,False,False,False
11,JacksonDatabind,75,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,71,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,106,True,True,True,True,5.364,False,False,False,,False,False,False
11,JacksonDatabind,72,True,True,False,False,,False,False,False,,False,False,False
11,JacksonDatabind,1,True,True,False,False,,False,False,False,,False,False,False
11,Codec,12,True,True,False,False,,False,False,False,,False,False,False
11,Codec,11,True,True,False,False,,False,False,False,,False,False,False
11,Codec,4,True,True,False,False,,False,False,False,,False,False,False
11,Codec,13,True,True,False,False,,False,False,False,,False,False,False
11,Codec,6,True,True,False,False,,False,False,False,,False,False,False
11,Codec,7,True,True,False,False,,False,False,False,,False,False,False
11,Codec,14,True,True,False,False,,False,False,False,,False,False,False
11,Codec,16,True,True,False,False,,False,False,False,,False,False,False
11,Codec,5,True,True,False,False,,False,False,False,,False,False,False
11,Codec,8,True,True,False,False,,False,False,False,,False,False,False
11,Codec,17,True,True,False,False,,False,False,False,,False,False,False
11,Codec,9,True,True,True,True,,False,False,False,5.859,False,True,True
11,Codec,15,True,True,False,False,,False,False,False,,False,False,False
11,Codec,2,True,True,True,True,2.664,False,False,False,8.59,False,True,True
11,Codec,10,True,True,False,False,,False,False,False,,False,False,False
11,Codec,1,True,True,True,True,9.186,False,True,True,6.41,False,True,True
11,Codec,3,True,True,False,False,,False,False,False,,False,False,False
11,Codec,18,True,True,False,False,,False,False,False,,False,False,False
11,Gson,12,True,True,True,True,3.834,False,False,False,28.772,False,False,True
11,Gson,11,True,True,True,True,,False,False,False,28.825,False,False,True
11,Gson,4,True,True,True,True,28.345,False,False,False,29.722,False,False,True
11,Gson,13,True,True,True,True,,False,False,False,18.568,False,False,True
11,Gson,6,True,True,True,True,55.859,True,False,True,29.269,False,False,True
11,Gson,7,True,True,True,True,,False,False,False,28.312,False,False,True
11,Gson,14,True,True,True,True,51.885,False,False,False,69.418,False,False,True
11,Gson,16,True,True,True,True,,False,False,False,20.039,False,False,True
11,Gson,5,True,True,True,True,37.98,False,False,False,20.201,False,False,True
11,Gson,8,True,True,True,True,,False,False,False,18.618,False,False,True
11,Gson,17,True,True,True,True,,False,False,False,19.769,False,False,True
11,Gson,9,True,True,True,True,42.806,True,False,True,19.898,False,False,True
11,Gson,15,True,True,True,True,34.143,False,False,False,20.04,False,False,True
11,Gson,2,True,True,True,True,,False,False,False,18.666,False,False,True
11,Gson,10,True,True,True,True,39.687,True,False,True,21.18,False,False,True
11,Gson,1,True,True,True,True,25.303,True,False,True,16.579,True,False,True
11,Gson,3,True,True,True,True,,False,False,False,18.383,False,False,True
11,Gson,18,True,True,True,True,35.715,False,False,False,19.962,False,False,True
11,Chart,12,True,True,False,False,,False,False,False,,False,False,False
11,Chart,13,True,True,False,False,,False,False,False,,False,False,False
11,Chart,6,True,True,False,False,,False,False,False,,False,False,False
11,Chart,14,True,True,False,False,,False,False,False,,False,False,False
11,Chart,16,True,True,False,False,,False,False,False,,False,False,False
11,Chart,17,True,True,False,False,,False,False,False,,False,False,False
11,Chart,2,True,True,False,False,,False,False,False,,False,False,False
11,Chart,9,True,True,False,False,,False,False,False,,False,False,False
11,Chart,18,True,True,False,False,,False,False,False,,False,False,False
11,Chart,22,True,True,False,False,,False,False,False,,False,False,False
11,Chart,11,True,True,False,False,,False,False,False,,False,False,False
11,Chart,21,True,True,False,False,,False,False,False,,False,False,False
11,Chart,7,True,True,False,False,,False,False,False,,False,False,False
11,Chart,26,True,True,False,False,,False,False,False,,False,False,False
11,Chart,3,True,True,False,False,,False,False,False,,False,False,False
11,Chart,20,True,True,False,False,,False,False,False,,False,False,False
11,Chart,23,True,True,False,False,,False,False,False,,False,False,False
11,Chart,24,True,True,False,False,,False,False,False,,False,False,False
11,Chart,8,True,True,False,False,,False,False,False,,False,False,False
11,Chart,25,True,True,False,False,,False,False,False,,False,False,False
11,Chart,4,True,True,False,False,,False,False,False,,False,False,False
11,Chart,19,True,True,False,False,,False,False,False,,False,False,False
11,Chart,5,True,True,False,False,,False,False,False,,False,False,False
11,Chart,15,True,True,False,False,,False,False,False,,False,False,False
11,Chart,10,True,True,False,False,,False,False,False,,False,False,False
11,Chart,1,True,True,False,False,,False,False,False,,False,False,False
11,JacksonXml,4,True,True,False,False,,False,False,False,,False,False,False
11,JacksonXml,6,True,True,True,True,1.654,False,False,False,8.126,True,True,True
11,JacksonXml,5,True,True,True,True,1.548,False,False,False,4.728,True,True,True
11,JacksonXml,2,True,True,False,False,,False,False,False,,False,False,False
11,JacksonXml,1,True,True,False,False,,False,False,False,,False,False,False
11,JacksonXml,3,True,True,False,False,,False,False,False,,False,False,False
11,Cli,12,True,True,False,False,,False,False,False,,False,False,False
11,Cli,27,True,True,False,False,,False,False,False,,False,False,False
11,Cli,39,True,True,False,False,,False,False,False,,False,False,False
11,Cli,13,True,True,False,False,,False,False,False,,False,False,False
11,Cli,14,True,True,False,False,,False,False,False,,False,False,False
11,Cli,16,True,True,False,False,,False,False,False,,False,False,False
11,Cli,17,True,True,False,False,,False,False,False,,False,False,False
11,Cli,2,True,True,False,False,,False,False,False,,False,False,False
11,Cli,9,True,True,False,False,,False,False,False,,False,False,False
11,Cli,36,True,True,False,False,,False,False,False,,False,False,False
11,Cli,18,True,True,False,False,,False,False,False,,False,False,False
11,Cli,22,True,True,False,False,,False,False,False,,False,False,False
11,Cli,11,True,True,False,False,,False,False,False,,False,False,False
11,Cli,40,True,True,False,False,,False,False,False,,False,False,False
11,Cli,21,True,True,False,False,,False,False,False,,False,False,False
11,Cli,31,True,True,False,False,,False,False,False,,False,False,False
11,Cli,34,True,True,False,False,,False,False,False,,False,False,False
11,Cli,7,True,True,False,False,,False,False,False,,False,False,False
11,Cli,26,True,True,False,False,,False,False,False,,False,False,False
11,Cli,38,True,True,False,False,,False,False,False,,False,False,False
11,Cli,3,True,True,False,False,,False,False,False,,False,False,False
11,Cli,20,True,True,False,False,,False,False,False,,False,False,False
11,Cli,23,True,True,False,False,,False,False,False,,False,False,False
11,Cli,24,True,True,False,False,,False,False,False,,False,False,False
11,Cli,35,True,True,False,False,,False,False,False,,False,False,False
11,Cli,32,True,True,False,False,,False,False,False,,False,False,False
11,Cli,8,True,True,False,False,,False,False,False,,False,False,False
11,Cli,33,True,True,False,False,,False,False,False,,False,False,False
11,Cli,37,True,True,False,False,,False,False,False,,False,False,False
11,Cli,28,True,True,False,False,,False,False,False,,False,False,False
11,Cli,29,True,True,False,False,,False,False,False,,False,False,False
11,Cli,25,True,True,False,False,,False,False,False,,False,False,False
11,Cli,30,True,True,False,False,,False,False,False,,False,False,False
11,Cli,4,True,True,False,False,,False,False,False,,False,False,False
11,Cli,19,True,True,False,False,,False,False,False,,False,False,False
11,Cli,5,True,True,False,False,,False,False,False,,False,False,False
11,Cli,15,True,True,False,False,,False,False,False,,False,False,False
11,Cli,10,True,True,False,False,,False,False,False,,False,False,False
11,Cli,1,True,True,False,False,,False,False,False,,False,False,False
11,Lang,12,True,True,False,False,,False,False,False,,False,False,False
11,Lang,27,True,True,False,False,,False,False,False,,False,False,False
11,Lang,39,True,True,False,False,,False,False,False,,False,False,False
11,Lang,13,True,True,False,False,,False,False,False,,False,False,False
11,Lang,6,True,True,False,False,,False,False,False,,False,False,False
11,Lang,14,True,True,False,False,,False,False,False,,False,False,False
11,Lang,16,True,True,False,False,,False,False,False,,False,False,False
11,Lang,52,True,True,False,False,,False,False,False,,False,False,False
11,Lang,59,True,True,False,False,,False,False,False,,False,False,False
11,Lang,41,True,True,False,False,,False,False,False,,False,False,False
11,Lang,63,True,True,False,False,,False,False,False,,False,False,False
11,Lang,17,True,True,False,False,,False,False,False,,False,False,False
11,Lang,49,True,True,False,False,,False,False,False,,False,False,False
11,Lang,51,True,True,False,False,,False,False,False,,False,False,False
11,Lang,9,True,True,False,False,,False,False,False,,False,False,False
11,Lang,36,True,True,False,False,,False,False,False,,False,False,False
11,Lang,50,True,True,False,False,,False,False,False,,False,False,False
11,Lang,18,True,True,False,False,,False,False,False,,False,False,False
11,Lang,22,True,True,False,False,,False,False,False,,False,False,False
11,Lang,57,True,True,False,False,,False,False,False,,False,False,False
11,Lang,61,True,True,False,False,,False,False,False,,False,False,False
11,Lang,48,True,True,False,False,,False,False,False,,False,False,False
11,Lang,11,True,True,False,False,,False,False,False,,False,False,False
11,Lang,46,True,True,False,False,,False,False,False,,False,False,False
11,Lang,40,True,True,False,False,,False,False,False,,False,False,False
11,Lang,21,True,True,False,False,,False,False,False,,False,False,False
11,Lang,31,True,True,False,False,,False,False,False,,False,False,False
11,Lang,34,True,True,False,False,,False,False,False,,False,False,False
11,Lang,53,True,True,False,False,,False,False,False,,False,False,False
11,Lang,7,True,True,False,False,,False,False,False,,False,False,False
11,Lang,54,True,True,False,False,,False,False,False,,False,False,False
11,Lang,56,True,True,False,False,,False,False,False,,False,False,False
11,Lang,42,True,True,False,False,,False,False,False,,False,False,False
11,Lang,26,True,True,False,False,,False,False,False,,False,False,False
11,Lang,38,True,True,False,False,,False,False,False,,False,False,False
11,Lang,64,True,True,False,False,,False,False,False,,False,False,False
11,Lang,3,True,True,False,False,,False,False,False,,False,False,False
11,Lang,47,True,True,False,False,,False,False,False,,False,False,False
11,Lang,55,True,True,False,False,,False,False,False,,False,False,False
11,Lang,20,True,True,False,False,,False,False,False,,False,False,False
11,Lang,60,True,True,False,False,,False,False,False,,False,False,False
11,Lang,23,True,True,False,False,,False,False,False,,False,False,False
11,Lang,24,True,True,False,False,,False,False,False,,False,False,False
11,Lang,35,True,True,False,False,,False,False,False,,False,False,False
11,Lang,44,True,True,False,False,,False,False,False,,False,False,False
11,Lang,32,True,True,False,False,,False,False,False,,False,False,False
11,Lang,8,True,True,False,False,,False,False,False,,False,False,False
11,Lang,33,True,True,False,False,,False,False,False,,False,False,False
11,Lang,37,True,True,False,False,,False,False,False,,False,False,False
11,Lang,28,True,True,False,False,,False,False,False,,False,False,False
11,Lang,29,True,True,False,False,,False,False,False,,False,False,False
11,Lang,25,True,True,False,False,,False,False,False,,False,False,False
11,Lang,30,True,True,False,False,,False,False,False,,False,False,False
11,Lang,4,True,True,False,False,,False,False,False,,False,False,False
11,Lang,45,True,True,False,False,,False,False,False,,False,False,False
11,Lang,19,True,True,False,False,,False,False,False,,False,False,False
11,Lang,5,True,True,False,False,,False,False,False,,False,False,False
11,Lang,43,True,True,False,False,,False,False,False,,False,False,False
11,Lang,65,True,True,False,False,,False,False,False,,False,False,False
11,Lang,15,True,True,False,False,,False,False,False,,False,False,False
11,Lang,10,True,True,False,False,,False,False,False,,False,False,False
11,Lang,1,True,True,False,False,,False,False,False,,False,False,False
11,Lang,58,True,True,False,False,,False,False,False,,False,False,False
11,Lang,62,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,12,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,27,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,13,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,6,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,14,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,16,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,17,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,2,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,9,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,36,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,18,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,22,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,11,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,21,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,31,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,34,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,7,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,26,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,38,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,3,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,20,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,23,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,24,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,35,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,32,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,8,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,33,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,37,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,28,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,29,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,25,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,30,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,4,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,19,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,5,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,15,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,10,True,True,False,False,,False,False,False,,False,False,False
11,Mockito,1,True,True,False,False,,False,False,False,,False,False,False
11,Time,12,True,True,False,False,,False,False,False,,False,False,False
11,Time,27,True,True,False,False,,False,False,False,,False,False,False
11,Time,13,True,True,False,False,,False,False,False,,False,False,False
11,Time,6,True,True,True,True,235.232,False,False,True,135.783,False,False,True
11,Time,14,True,True,False,False,,False,False,False,,False,False,False
11,Time,16,True,True,False,False,,False,False,False,,False,False,False
11,Time,17,True,True,False,False,,False,False,False,,False,False,False
11,Time,2,True,True,True,True,242.139,False,False,True,133.099,False,False,True
11,Time,9,True,True,True,True,,False,False,False,118.967,False,False,True
11,Time,18,True,True,False,False,,False,False,False,,False,False,False
11,Time,22,True,True,False,False,,False,False,False,,False,False,False
11,Time,11,True,True,True,True,,False,False,False,122.652,False,False,True
11,Time,7,True,True,True,True,,False,False,False,134.628,False,False,True
11,Time,26,True,True,False,False,,False,False,False,,False,False,False
11,Time,3,True,True,True,True,,False,False,False,136.601,False,False,True
11,Time,20,True,True,False,False,,False,False,False,,False,False,False
11,Time,23,True,True,False,False,,False,False,False,,False,False,False
11,Time,24,True,True,False,False,,False,False,False,,False,False,False
11,Time,8,True,True,True,True,24.788,False,False,False,122.65,False,False,True
11,Time,25,True,True,False,False,,False,False,False,,False,False,False
11,Time,4,True,True,True,True,,False,False,False,134.371,False,False,True
11,Time,19,True,True,False,False,,False,False,False,,False,False,False
11,Time,5,True,True,True,True,,False,False,False,145.451,False,False,True
11,Time,15,True,True,False,False,,False,False,False,,False,False,False
11,Time,10,True,True,True,True,189.824,False,False,False,120.56,False,False,True
11,Time,1,True,True,True,True,,False,False,False,142.968,False,False,True
11,JacksonCore,12,True,True,True,True,35.994,True,True,True,11.962,True,True,True
11,JacksonCore,13,True,True,True,True,33.815,True,True,True,10.191,True,True,True
11,JacksonCore,6,True,True,True,True,23.412,True,True,True,11.88,True,True,True
11,JacksonCore,14,True,True,True,True,36.526,True,True,True,11.328,True,True,True
11,JacksonCore,16,True,True,True,True,45.073,True,True,True,12.736,True,True,True
11,JacksonCore,17,True,True,True,True,33.598,True,True,True,12.706,True,True,True
11,JacksonCore,2,True,True,True,True,19.03,True,True,True,9.616,True,True,True
11,JacksonCore,9,True,True,True,True,28.193,True,True,True,9.647,True,True,True
